key,team_number,nickname,city,name,gmaps_place_id,gmaps_url,lat,lng,location_name,website,rookie_year,school_name,state_prov,postal_code,country,address,team_scouter,pit_auto_cor_L1,pit_auto_cor_L2,pit_auto_cor_L3,pit_auto_cor_L4,pit_auto_reef_remove,pit_auto_reef_intake,pit_max_auto_cor,pit_auto_processor,pit_tele_cor_L1,pit_tele_cor_L2,pit_tele_cor_L3,pit_tele_cor_L4,pit_tele_reef_remove,pit_tele_reef_intake,pit_tele_processor,pit_tele_net,pit_Endgame,pit_Scout_Notes,pit_auto_net,pit_auto_place,pit_max_auto_alg,pit_cor_intake,pit_alg_ground_intake,db_type,ba_opr,ba_ccwms,ba_dpr
frc7048,7048,Red River Rage,Fargo,John Deere/North Dakota Space Grant/North Dakota CTE/STEM Alliance&Fargo North High School&Fargo South High School&Davies High School,,,,,,,2018,Davies High School & Fargo South High School & Fargo North High School,North Dakota,58102,USA,,Aa,0,0,0,1,0,Can't,2,0,1,1,1,1,0,Can't,0,0,Deep Climb,,0,1,0,Station,Can't,Swerve,0,0,0
frc7197,7197,Mountie Megabots,Jackson,Alro/Consumers Energy/Department of Defense/Rives Robotics Center /Curahee Inspections/Innovate Albion/TAC Manufacturing/Eaton/The Enterprise Group of Jackson/Granger Waste Services&Northwest High School,,,,,,http:///nwschools.org,2018,Northwest High School,Michigan,49201,USA,,OS,0,0,0,1,1,Can't,3,0,1,1,1,1,1,Can't,0,0,None,"station collect but ground for l1, are prax dealgify both levels",0,0,0,Both Ways,Can't,Swerve,0,0,0
frc7257,7257,Semiconductors,Sauk Centre,Felling Trailer/Glen's Custom Welding/Subsea Circuits&Sauk Centre Middle Sec School,,,,,,,2018,Sauk Centre Middle Sec School,Minnesota,56378,USA,,Suhaani,0,0,0,1,0,Can't,2,0,0,1,1,1,1,Can't,0,0,Deep Climb,,0,1,0,Station,Can't,Swerve,0,0,0
frc7525,7525,Pioneers,Nashville,Schneider Electric/DENSO/AllianceBernstein/Gene Haas Foundation&Martin L King Jr Magnet School&RePublic High School&ADROIT,,,,,,https://pioneers2.com/,2019,ADROIT & Martin L King Jr Magnet School,Tennessee,37207,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
frc78,78,AIR STRIKE,Newport,Naval Undersea Warfare Center/DoD STEM/Teri Degnan Real Estate and Consulting/South Coast Powdercoating&Aquidneck Island Robotics,,,,,,http://www.facebook.com/frc78/,1996,Aquidneck Island Robotics,Rhode Island,02841,USA,,Aa,0,0,0,1,1,Both,4,0,1,1,1,1,1,Both,1,1,Deep Climb,,1,1,2,Station,Can,Swerve,0,0,0
frc8575,8575,The Due Westerners,Due West,Due West Robotics,,,,,,,2021,Due West Robotics,South Carolina,,USA,,,0,0,0,0,0,Can't,0,0,0,0,0,0,0,Can't,0,0,None,,0,0,0,Can't,Can't,Swerve,0,0,0
frc8738,8738,Slice,Fuquay Varina,Caterpillar/3M/John Deere/Relay Inc/Gene Haas/Intutitive Foundation/TE Connectivity&Family/Community,,,,,,,2022,Family/Community,North Carolina,,USA,,Cayden,0,0,0,1,0,Can't,3,0,1,1,1,1,1,Both,1,1,None,Can do processing but slower than barge,0,1,0,Station,Can't,Swerve,0,0,0
frc8808,8808,SWLA Tech Pirates,Lake Charles,SAVIT Solutions/View Point AV/McNeese State University &SWLA Tech Pirates,,,,,,,2022,SWLA Tech Pirates,Louisiana,,USA,,Aa,0,0,0,1,0,Can't,3,0,1,1,1,1,0,Can't,0,0,None,,0,1,0,Station,Can't,Swerve,0,0,0
frc900,900,The Zebracorns,Durham,NCSSM Foundation/John Deere/Corning&North Carolina School of Science and Mathematics&Durham Public Schools&Local Home Schools,,,,,,http://team900.org/,2002,North Carolina School of Science and Mathematics & Durham Public Schools & Local Home Schools,North Carolina,27705,USA,,Aa,0,0,0,1,0,Can't,3,0,0,1,1,1,0,Can't,0,0,None,,0,1,0,Station,Can't,Swerve,0,0,0
frc9032,9032,RoboWhales,Cary,"Gene Haas Foundation/Glenn W Bailey Foundation/Wolfspeed, Inc/Third Axiom Solutions&4-H",,,,,,,2023,4-H,North Carolina,,USA,,OS,0,0,0,1,1,Both,3,0,1,1,1,1,1,Both,1,1,None,untested net auto,1,1,2,Ground,Can,Swerve,0,0,0
frc9199,9199,SESI SENAI SHARKS,Taubaté,SESI Taubaté/SENAI Taubaté /Novelis/Rockwell Automation/Pró Línguas /Tenaris CONFAB/Imagery Lumen/Gestamp/Guisa/Kairos/Meeta Solutions/DAIDO&SESI Taubaté,,,,,,,2023,SESI Taubaté,São Paulo,,Brazil,,Cayden,0,0,0,1,0,Can't,3,0,1,1,1,1,1,Both,0,0,Deep Climb,"Very consistently auto, ",0,1,0,Station,Can't,Swerve,0,0,0
frc9280,9280,PrepaTec - High Altitude Robotics,Toluca,GEO Gran Turismo/LA MODERNA&Tecnológico de Monterrey Campus Toluca,,,,,,,2023,Tecnológico de Monterrey Campus Toluca,Mexico,,Mexico,,Aa,0,0,0,1,0,Can't,2,0,1,1,1,1,1,Can't,1,0,None,,0,1,0,Station,Can,Swerve,0,0,0
frc9301,9301,PrepaTec Chihuahua - MechRams,Chihuahua,Tecnológico de Monterrey,,,,,,,2023,Tecnológico de Monterrey,Chihuahua,,Mexico,,Aa,1,0,0,0,0,Can't,1,0,1,0,0,0,0,Can't,1,0,Deep Climb,,0,1,0,Station,Can,Swerve,0,0,0
frc9312,9312,NERD Spark,Albion,Caster Concepts/Conceptual Innovations/Consumer's Energy&INNOVATE Albion,,,,,,,2023,INNOVATE Albion,Michigan,,USA,,,0,0,0,0,0,Can't,0,0,0,0,0,0,0,Can't,0,0,None,,0,0,0,Can't,Can't,Swerve,0,0,0
frc9432,9432,Team 8-Bit,Anthem,American Express/DoD STEM/NASA&Family/Community,,,,,,,2024,Family/Community,Arizona,,USA,,Cayeen,0,0,0,1,1,Both,4,0,1,1,1,1,1,Both,1,1,Deep Climb,,1,1,2,Station,Can,Swerve,0,0,0
frc9484,9484,Robot's District,Taguatinga,Rockwell Automation/Pedro II (Soluções em Usinagem)&SESI SENAI Taguatinga,,,,,,,2024,SESI SENAI Taguatinga,Distrito Federal,,Brazil,,Aa,0,0,0,1,0,Can't,2,0,1,1,1,1,1,Both,0,1,Deep Climb,,0,1,0,Station,Can't,Swerve,0,0,0
