key,comp_level,set_number,match_number,team_key,a_Proc,start_Pos_5isBlue,a_reefAlgae,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,a_L3,end_Pos,a_L4,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_L2,stuck_on_alg,a_Leave,a_Net,no_show,r1,b2,b3,ba_redscore,ba_bluescore,r2,r3,b1
2025pncmp_qm75,qm,1,75,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc492,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm76,qm,1,76,frc3218,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc2147,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc3826,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc9036,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc9450,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm77,qm,1,77,frc9023,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc1778,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm78,qm,1,78,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc10416,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc4469,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm79,qm,1,79,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2930,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm8,qm,1,8,frc492,0,3,0,0,0,0,1,0,0,2,4,2,0,0,Deep Climb,0,attempted l4 but missed,"fast cycles but questionable placement accuracy at times. furthermore, they had miscommunications at the coral station and blocked their alliance partner from receiving a coral multiple times.",capable of deep climb but bottom of robot looked very close to the ground.,naman,0,0,1,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc4915,0,5,0,0,0,0,0,0,0,3,5,3,0,0,Deep Climb,2,they have a 2 coral auto,"they are really reliable, and can score on all levels. Did not miss a single one. Not super fast",climbed fairly quickly,Aarush V,0,0,1,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc3636,0,4,0,0,0,0,2,2,0,5,4,5,1,0,None,0,"Attempted to place 3 coral (including collecting two from the station), but missed all 3, as the angle of their placer was completely horizontal.","Was able to score a total of 15 coral, remove two algae, and place them both into the net. Cycles were relatively quick, placing on l4 was somewhat reliable, but placing on l3 and l2 for them was pretty good and did those levels quicker than l4. Was really good with algae, removed 2 and placed algae into the net efficiently reliably, and quickly. Seems like a better algae bot than a coral bot.",Didn't climb or park as they were still trying to place more coral on the reef.,Dev Sharma,0,0,1,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc2557,0,3,2,1,0,0,3,5,0,0,0,0,5,0,Park,0,"Missed one barge shot, ","Missed 3 barge shots, good at collecting the algae and getting rid of it, ",park,cayden,0,0,1,1,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc957,0,2,0,0,0,0,1,0,0,4,7,3,0,0,Deep Climb,2,They could have scored a third but they had a Delay during station collect.,They were able to score a lot of coral. Their cycles were fast but also consistent. They were able to deal with delays well. ,"they were able to climb. 12s to line up, 2-4 to climb",Hendrix Day,0,0,0,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm80,qm,1,80,frc4512,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm80,qm,1,80,frc492,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm80,qm,1,80,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm80,qm,1,80,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm80,qm,1,80,frc2522,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm80,qm,1,80,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc2522,frc9446,-1,-1,frc492,frc5468,frc6343
2025pncmp_qm81,qm,1,81,frc4131,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm81,qm,1,81,frc2910,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm81,qm,1,81,frc2976,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm81,qm,1,81,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm81,qm,1,81,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm81,qm,1,81,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc4131,frc9442,frc10079,-1,-1,frc2910,frc2976,frc3636
2025pncmp_qm82,qm,1,82,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm82,qm,1,82,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm82,qm,1,82,frc2046,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm82,qm,1,82,frc2412,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm82,qm,1,82,frc4915,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm82,qm,1,82,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc4915,frc5937,-1,-1,frc4043,frc2046,frc2412
2025pncmp_qm83,qm,1,83,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm83,qm,1,83,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm83,qm,1,83,frc1318,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm83,qm,1,83,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm83,qm,1,83,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm83,qm,1,83,frc4450,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc3574,frc4450,-1,-1,frc9567,frc1318,frc4513
2025pncmp_qm84,qm,1,84,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm84,qm,1,84,frc3218,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm84,qm,1,84,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm84,qm,1,84,frc488,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm84,qm,1,84,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm84,qm,1,84,frc4469,,,,,,,,,,,,,,,,,,,,,,,,,,frc1540,frc6443,frc4469,-1,-1,frc3218,frc2471,frc488
2025pncmp_qm85,qm,1,85,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm85,qm,1,85,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm85,qm,1,85,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm85,qm,1,85,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm85,qm,1,85,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm85,qm,1,85,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc4061,frc9446,-1,-1,frc360,frc3674,frc5468
2025pncmp_qm86,qm,1,86,frc2147,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm86,qm,1,86,frc4512,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm86,qm,1,86,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm86,qm,1,86,frc4131,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm86,qm,1,86,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm86,qm,1,86,frc2930,,,,,,,,,,,,,,,,,,,,,,,,,,frc2147,frc9442,frc2930,-1,-1,frc4512,frc1425,frc4131
2025pncmp_qm87,qm,1,87,frc2976,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm87,qm,1,87,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm87,qm,1,87,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm87,qm,1,87,frc4915,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm87,qm,1,87,frc3826,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm87,qm,1,87,frc1778,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc3826,frc1778,-1,-1,frc6831,frc5937,frc4915
2025pncmp_qm88,qm,1,88,frc1318,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm88,qm,1,88,frc2412,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm88,qm,1,88,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm88,qm,1,88,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm88,qm,1,88,frc9023,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm88,qm,1,88,frc10416,,,,,,,,,,,,,,,,,,,,,,,,,,frc1318,frc9023,frc10416,-1,-1,frc2412,frc4125,frc2557
2025pncmp_qm89,qm,1,89,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm89,qm,1,89,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm89,qm,1,89,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm89,qm,1,89,frc4450,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm89,qm,1,89,frc488,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm89,qm,1,89,frc492,,,,,,,,,,,,,,,,,,,,,,,,,,frc4513,frc488,frc492,-1,-1,frc4043,frc3636,frc4450
2025pncmp_qm9,qm,1,9,frc4512,0,5,0,0,0,0,0,0,0,3,6,3,0,0,Park,3,capable of three coral auto and an observation i made was that before the human player dropped the coral in on the second coral the robot started driving away but realized it didn't have a coral so it drove back to the coral station,"extremely efficient coral placement and fast cycles but attempted to remove algae twice but instead, the algae dropped into level one somehow.",parked at the last moment,naman,0,0,1,0,0,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm9,qm,1,9,frc4131,0,3,0,0,0,0,0,0,5,0,0,0,0,0,None,0,tried tp score l1 but failed,very slow and only does l1 and processor. would seriously not recomend picking,took 30 seconds to climb,Aarush V,0,0,1,0,0,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm9,qm,1,9,frc2412,0,1,0,0,0,0,4,0,0,5,2,2,0,0,Deep Climb,1,"Left and quickly scored one coral on l4, collected one from station but for some reason then stopped.","Cycled coral and removed 4 algae, placed pretty well and accurately, mostly on l4, cycle times were relatively quick. Had a total of 9 coral placed/9 cycles.","Went to climb at around 8 seconds, and deep climbed in around 3-4 seconds. Overall relatively decent robot.",Dev Sharma,0,0,1,0,0,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm9,qm,1,9,frc1540,0,4,0,0,0,0,1,3,0,1,1,0,5,0,Deep Climb,2,missed 2nd coral,"hits barge when shooting, KEEP EYE ON something isn't right, might have been broken  ",deep cage,cayden,0,0,1,0,0,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm9,qm,1,9,frc9023,0,3,0,0,0,0,0,0,3,2,5,5,0,0,None,1,They had a one coral auto and did not attempt more,"they were able to score algae in the processor, ground collect and score coral. The were kind of slow at algae.  BUt were pretty fast at coral because of ground collect and smooth operating. Difficulty with L1.",did not attempt to climb just keep scoring,Hendrix Day,0,0,1,0,0,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm9,qm,1,9,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc4512,frc9023,frc5468,-1,-1,frc4131,frc2412,frc1540
2025pncmp_qm90,qm,1,90,frc9450,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm90,qm,1,90,frc2522,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm90,qm,1,90,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm90,qm,1,90,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm90,qm,1,90,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm90,qm,1,90,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc9450,frc6696,frc948,-1,-1,frc2522,frc9567,frc997
2025pncmp_qm91,qm,1,91,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm91,qm,1,91,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm91,qm,1,91,frc3574,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm91,qm,1,91,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm91,qm,1,91,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm91,qm,1,91,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc10079,frc6343,-1,-1,frc1540,frc3574,frc3663
2025pncmp_qm92,qm,1,92,frc2046,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm92,qm,1,92,frc9036,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm92,qm,1,92,frc4061,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm92,qm,1,92,frc2910,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm92,qm,1,92,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm92,qm,1,92,frc4512,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc7034,frc4512,-1,-1,frc9036,frc4061,frc2910
2025pncmp_qm93,qm,1,93,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm93,qm,1,93,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm93,qm,1,93,frc1318,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm93,qm,1,93,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm93,qm,1,93,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm93,qm,1,93,frc4915,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc4125,frc4915,-1,-1,frc360,frc1318,frc6443
2025pncmp_qm94,qm,1,94,frc2976,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm94,qm,1,94,frc2412,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm94,qm,1,94,frc2147,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm94,qm,1,94,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm94,qm,1,94,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm94,qm,1,94,frc488,,,,,,,,,,,,,,,,,,,,,,,,,,frc2976,frc2471,frc488,-1,-1,frc2412,frc2147,frc957
2025pncmp_qm95,qm,1,95,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm95,qm,1,95,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm95,qm,1,95,frc5468,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm95,qm,1,95,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm95,qm,1,95,frc2930,,,,,,,,,,,,,,,,,,,,,,,,,,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm95,qm,1,95,frc4450,,,,,,,,,,,,,,,,,,,,,,,,,,frc9442,frc2930,frc4450,-1,-1,frc997,frc5468,frc2557
2025pncmp_qm96,qm,1,96,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm96,qm,1,96,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm96,qm,1,96,frc3218,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm96,qm,1,96,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm96,qm,1,96,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm96,qm,1,96,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc948,frc9446,frc1540,-1,-1,frc4513,frc3218,frc6696
2025pncmp_qm97,qm,1,97,frc2046,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm97,qm,1,97,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm97,qm,1,97,frc6831,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm97,qm,1,97,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm97,qm,1,97,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm97,qm,1,97,frc2522,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc3674,frc2522,-1,-1,frc3663,frc6831,frc10079
2025pncmp_qm98,qm,1,98,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc3826,frc9567,-1,-1,frc7034,frc492,frc3636
2025pncmp_qm98,qm,1,98,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc955,frc3826,frc9567,-1,-1,frc7034,frc492,frc3636
2025pncmp_qm98,qm,1,98,frc492,,1,,,,,,,,,,,,,None,,,,,,,0,,,0,frc955,frc3826,frc9567,-1,-1,frc7034,frc492,frc3636
